asv	phylum	class	order	family	genus	species
ASV2928	p__Chytridiomycota	c__Cladochytriomycetes	o__Cladochytriales	f__Septochytriaceae	g__Septochytriaceae_gen_Incertae_sedis	s__Septochytriaceae_sp
ASV6634	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hygrophoraceae	g__Gliophorus	s__Gliophorus_psittacinus
ASV4043	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	s__Archaeorhizomyces_sp
ASV5560	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Trichosporiella	s__Trichosporiella_cerebriformis
ASV1565	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Comoclathris	s__Comoclathris_sedi
ASV2505	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__unclassified_f__Herpotrichiellaceae	s__unclassified_f__Herpotrichiellaceae
ASV5817	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Tetracladium_f__Helotiaceae	s__Tetracladium_psychrophilum_g__Tetracladium_f__Helotiaceae
ASV21	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Thelephoraceae_gen_Incertae_sedis	s__Thelephoraceae_sp
ASV1567	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pezizaceae	g__Elaiopezia	s__unclassified_g__Elaiopezia
ASV1559	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pezizaceae	g__unclassified_f__Pezizaceae	s__unclassified_f__Pezizaceae
ASV197	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Calloriaceae	g__Polyphilus	s__Polyphilus_sieberi
ASV2704	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Sebacinaceae	g__Sebacina	s__Sebacina_incrustans
ASV7644	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Psoraceae	g__Psora	s__Psora_decipiens
ASV7645	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Bimuria	s__Bimuria_novae-zelandiae
ASV3935	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudeurotium	s__unclassified_g__Pseudeurotium
ASV2042	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__Exophiala_bonariae
ASV4142	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__unclassified_g__Trichoderma
ASV2156	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Rutstroemiaceae	g__unclassified_f__Rutstroemiaceae	s__unclassified_f__Rutstroemiaceae
ASV1561	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV876	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Tomentella	s__Tomentella_ellisii
ASV5561	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulaceae	g__Russula	s__unclassified_g__Russula
ASV1673	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Oleoguttula	s__Oleoguttula_mirabilis
ASV649	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Pilodermataceae	g__Piloderma	s__unclassified_g__Piloderma
ASV3515	p__Basidiomycota	c__unclassified_p__Basidiomycota	o__unclassified_p__Basidiomycota	f__unclassified_p__Basidiomycota	g__unclassified_p__Basidiomycota	s__unclassified_p__Basidiomycota
ASV4804	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Neodevriesiaceae	g__Neodevriesia	s__unclassified_g__Neodevriesia
ASV2374	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Leohumicola	s__Leohumicola_minima
ASV1562	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV4044	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	s__Archaeorhizomyces_sp
ASV1563	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unclassified_o__Helotiales	g__unclassified_o__Helotiales	s__unclassified_o__Helotiales
ASV2468	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unclassified_o__Helotiales	g__unclassified_o__Helotiales	s__unclassified_o__Helotiales
ASV460	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__Preussia_tetramera
ASV3648	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV2831	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Leuconeurospora	s__Leuconeurospora_pulcherrima
ASV7646	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Echria	s__unclassified_g__Echria
ASV877	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Apodus	s__Apodus_deciduus
ASV1396	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__unclassified_g__Fusarium
ASV3955	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulaceae	g__Russula	s__Russula_heterochroa
ASV170	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__Exophiala_bonariae
ASV4392	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	s__Serendipita_sp
ASV109	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__Vishniacozyma_tephrensis
ASV58	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	s__Chaetomium_sp
ASV4676	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV3038	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__unclassified_g__Cortinarius
ASV4394	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__unclassified_f__Leptosphaeriaceae	s__unclassified_f__Leptosphaeriaceae
ASV4203	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	s__unclassified_g__Schizothecium
ASV5119	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	s__Knufia_tsunedae
ASV5038	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Fonsecazyma	s__Fonsecazyma_sp
ASV6635	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__unclassified_f__Helotiales_fam_Incertae_sedis	s__unclassified_f__Helotiales_fam_Incertae_sedis
ASV1722	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Monodictys	s__Monodictys_arctica
ASV1232	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidiaceae_gen_Incertae_sedis	s__Ceratobasidiaceae_sp
ASV4398	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	s__Periconia_thysanolaenae
ASV6783	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Tomentella	s__Tomentella_tenuirhizomorpha
ASV2510	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__Exophiala_bonariae
ASV990	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Discinellaceae	g__Gyoerffyella	s__unclassified_g__Gyoerffyella
ASV768	p__Ascomycota	c__Arthoniomycetes	o__Arthoniales	f__Arthoniales_fam_Incertae_sedis	g__Arthoniales_gen_Incertae_sedis	s__Arthoniales_sp
ASV8040	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unclassified_o__Helotiales	g__unclassified_o__Helotiales	s__unclassified_o__Helotiales
ASV6321	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	s__Rhinocladiella_sp
ASV65	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__unclassified_f__Didymellaceae	s__unclassified_f__Didymellaceae
ASV2929	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV74	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__unclassified_f__Thelephoraceae	s__unclassified_f__Thelephoraceae
ASV8041	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__unclassified_o__Capnodiales	g__unclassified_o__Capnodiales	s__unclassified_o__Capnodiales
ASV2938	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Laburnicola	s__Laburnicola_sp
ASV896	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Paraphoma	s__Paraphoma_rhaphiolepidis
ASV732	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	s__Knufia_peltigerae
ASV1756	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__Cladophialophora_chaetospira
ASV5784	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Calloriaceae	g__Polyphilus	s__Polyphilus_sieberi
ASV2996	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Linnemannia	s__Linnemannia_camargensis
ASV2606	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV5039	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV4393	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Mycenaceae	g__Mycenaceae_gen_Incertae_sedis	s__Mycenaceae_sp
ASV675	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__unclassified_g__Penicillium
ASV418	p__Ascomycota	c__GS37	o__GS37_ord_Incertae_sedis	f__GS37_ord_Incertae_sedis_fam_Incertae_sedis	g__GS37_ord_Incertae_sedis_gen_Incertae_sedis	s__GS37_ord_Incertae_sedis_sp
ASV2943	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__unclassified_g__Cladophialophora
ASV1790	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetales_fam_Incertae_sedis	g__Spizellomycetales_gen_Incertae_sedis	s__Spizellomycetales_sp
ASV132	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Veronaea	s__Veronaea_japonica
ASV2469	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Athelia	s__Athelia_arachnoidea
ASV5778	p__Ascomycota	c__Lecanoromycetes	o__Peltigerales	f__Pannariaceae	g__Fuscopannaria	s__unclassified_g__Fuscopannaria
ASV6942	p__Entorrhizomycota	c__Entorrhizomycota_cls_Incertae_sedis	o__Entorrhizomycota_ord_Incertae_sedis	f__Entorrhizomycota_fam_Incertae_sedis	g__Entorrhizomycota_gen_Incertae_sedis	s__Entorrhizomycota_sp
ASV29	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus	s__Plenodomus_hendersoniae
ASV1828	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Inocybaceae	g__Inosperma	s__Inosperma_calamistratum
ASV4130	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulaceae	g__Russula	s__Russula_gracillima
ASV3255	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Ramalinaceae	g__Bacidia	s__Bacidia_sp
ASV5783	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Oleoguttula	s__Oleoguttula_mirabilis
ASV3645	p__Rozellomycota	c__unclassified_p__Rozellomycota	o__unclassified_p__Rozellomycota	f__unclassified_p__Rozellomycota	g__unclassified_p__Rozellomycota	s__unclassified_p__Rozellomycota
ASV1602	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__Cladophialophora_chaetospira
ASV2931	p__Ascomycota	c__unclassified_p__Ascomycota	o__unclassified_p__Ascomycota	f__unclassified_p__Ascomycota	g__unclassified_p__Ascomycota	s__unclassified_p__Ascomycota
ASV829	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__Penicillium_bialowiezense
ASV2470	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Athelia	s__Athelia_arachnoidea
ASV8042	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Oleoguttula	s__Oleoguttula_mirabilis
ASV8043	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Extremaceae	g__Extremus	s__Extremus_sp
ASV1290	p__Ascomycota	c__unclassified_p__Ascomycota	o__unclassified_p__Ascomycota	f__unclassified_p__Ascomycota	g__unclassified_p__Ascomycota	s__unclassified_p__Ascomycota
ASV5779	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unclassified_o__Helotiales	g__unclassified_o__Helotiales	s__unclassified_o__Helotiales
ASV7251	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Inocybaceae	g__Inocybe	s__unclassified_g__Inocybe
ASV2471	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Discinellaceae	g__Gyoerffyella	s__Gyoerffyella_rotula
ASV83	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Hypocreales_gen_Incertae_sedis	s__Hypocreales_sp
ASV1635	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	g__Alpinaria	s__Alpinaria_rhododendri
ASV682	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__Cladophialophora_chaetospira
ASV106	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	s__unclassified_g__Cladosporium
ASV4105	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__Cladophialophora_chaetospira
ASV4808	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__unclassified_g__Cortinarius
ASV2793	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Rhynchogastremataceae	g__Papiliotrema	s__Papiliotrema_sp
ASV796	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hamatocanthoscypha	s__Hamatocanthoscypha_laricionis
ASV6918	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	g__unclassified_f__Melanommataceae	s__unclassified_f__Melanommataceae
ASV8224	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavulinopsis	s__Clavulinopsis_trigonospora
ASV897	p__Ascomycota	c__Dothideomycetes	o__Botryosphaeriales	f__Botryosphaeriales_fam_Incertae_sedis	g__Botryosphaeriales_gen_Incertae_sedis	s__Botryosphaeriales_sp
ASV5600	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	s__unclassified_g__Coniochaeta
ASV1619	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Inocybaceae	g__Inocybe	s__unclassified_g__Inocybe
ASV5780	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unclassified_o__Helotiales	g__unclassified_o__Helotiales	s__unclassified_o__Helotiales
ASV8044	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Tetracladium_f__Helotiaceae	s__unclassified_g__Tetracladium_f__Helotiaceae
ASV655	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Occultifur	s__Occultifur_sp
ASV2351	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__unclassified_f__Glomeraceae	s__unclassified_f__Glomeraceae
ASV6917	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Capronia	s__Capronia_sp
ASV6920	p__Ascomycota	c__Geoglossomycetes	o__Geoglossales	f__Geoglossaceae	g__Geoglossum	s__Geoglossum_dunense
ASV1656	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__unclassified_f__Mortierellaceae	s__unclassified_f__Mortierellaceae
ASV1234	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Calloriaceae	g__Polyphilus	s__Polyphilus_sieberi
ASV1674	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__Preussia_procaviicola
ASV3235	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Inocybaceae	g__Inocybe	s__Inocybe_egenula
ASV6322	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV406	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__unclassified_f__Teratosphaeriaceae	s__unclassified_f__Teratosphaeriaceae
ASV2932	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Genolevuria	s__Genolevuria_tibetensis
ASV716	p__Ascomycota	c__unclassified_p__Ascomycota	o__unclassified_p__Ascomycota	f__unclassified_p__Ascomycota	g__unclassified_p__Ascomycota	s__unclassified_p__Ascomycota
ASV2343	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_alpina
ASV3994	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Solicoccozyma	s__Solicoccozyma_gelidoterrea
ASV1025	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__Cladophialophora_chaetospira
ASV2772	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Cephalothecaceae	g__Cephalothecaceae_gen_Incertae_sedis	s__Cephalothecaceae_sp
ASV1570	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__unclassified_o__Helotiales	g__unclassified_o__Helotiales	s__unclassified_o__Helotiales
ASV3452	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Capronia	s__Capronia_sp
ASV1236	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidiaceae_gen_Incertae_sedis	s__Ceratobasidiaceae_sp
ASV184	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	s__Rhinocladiella_sp
ASV1568	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV6636	p__Basidiomycota	c__unclassified_p__Basidiomycota	o__unclassified_p__Basidiomycota	f__unclassified_p__Basidiomycota	g__unclassified_p__Basidiomycota	s__unclassified_p__Basidiomycota
ASV7252	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Sebacinaceae	g__unclassified_f__Sebacinaceae	s__unclassified_f__Sebacinaceae
ASV6964	p__Ascomycota	c__Dothideomycetes	o__unclassified_c__Dothideomycetes	f__unclassified_c__Dothideomycetes	g__unclassified_c__Dothideomycetes	s__unclassified_c__Dothideomycetes
ASV5040	p__Ascomycota	c__Eurotiomycetes	o__Verrucariales	f__Verrucariales_fam_Incertae_sedis	g__Verrucariales_gen_Incertae_sedis	s__Verrucariales_sp
ASV1287	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV4045	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__unclassified_f__Thelephoraceae	s__unclassified_f__Thelephoraceae
ASV1623	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV7253	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Herpotrichiellaceae_gen_Incertae_sedis	s__Herpotrichiellaceae_sp
ASV2023	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV1233	p__Ascomycota	c__unclassified_p__Ascomycota	o__unclassified_p__Ascomycota	f__unclassified_p__Ascomycota	g__unclassified_p__Ascomycota	s__unclassified_p__Ascomycota
ASV1240	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Chaetothyriales_fam_Incertae_sedis	g__Neophaeococcomyces	s__Neophaeococcomyces_sp
ASV2692	p__Ascomycota	c__Dothideomycetes	o__unclassified_c__Dothideomycetes	f__unclassified_c__Dothideomycetes	g__unclassified_c__Dothideomycetes	s__unclassified_c__Dothideomycetes
ASV1682	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__unclassified_o__Xylariales	g__unclassified_o__Xylariales	s__unclassified_o__Xylariales
ASV5041	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Sarcosomataceae	g__Plectania	s__Plectania_rhytidia
ASV114	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__unclassified_g__Vishniacozyma
ASV5042	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	s__Fungi_sp
ASV7254	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Neosetophoma	s__unclassified_g__Neosetophoma
ASV3364	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Sparticola	s__Sparticola_junci
ASV2019	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus	s__Plenodomus_lijiangensis
ASV5563	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	s__unclassified_g__Coniochaeta
ASV1760	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	s__Coniochaeta_sp
ASV4046	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Inocybaceae	g__Inocybe	s__Inocybe_purpureobadia
ASV878	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Didymella	s__unclassified_g__Didymella
ASV2476	p__Ascomycota	c__unclassified_p__Ascomycota	o__unclassified_p__Ascomycota	f__unclassified_p__Ascomycota	g__unclassified_p__Ascomycota	s__unclassified_p__Ascomycota
ASV6323	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV5588	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Capnobotryella	s__Capnobotryella_sp
ASV3173	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV8045	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Typhulaceae	g__Typhula	s__Typhula_variabilis
ASV2029	p__unclassified_k__Fungi	c__unclassified_k__Fungi	o__unclassified_k__Fungi	f__unclassified_k__Fungi	g__unclassified_k__Fungi	s__unclassified_k__Fungi
ASV5043	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiales_fam_Incertae_sedis	g__Capnodiales_gen_Incertae_sedis	s__Capnodiales_sp
ASV5562	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Calloriaceae	g__Polyphilus	s__Polyphilus_sieberi
ASV2020	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	s__Periconia_homothallica
ASV4677	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__unclassified_f__Phaeosphaeriaceae	s__unclassified_f__Phaeosphaeriaceae
